file_path,disposition,family,normalized_candidate_path
霍尔指标与随机指标组合交易策略Hull-Moving-Average-and-Stochastic-RSI-Combination-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
均线黄金交叉RSI-MACD策略Improved-RSI-MACD-Moving-Average-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
Triple-EMA-MACD.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
双移动均线与RSI反转交易策略Dual-Moving-Average-and-RSI-Reversal-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
SMA-RSI-MACD多指标组合动态限价交易策略-SMA-RSI-MACD-Multi-Indicator-Dynamic-Limit-Order-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
双均线RSI动量突破交易策略-Dual-EMA-RSI-Momentum-Breakout-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
动态波幅捕捉RSI-布林带策略Volatility-Capture-RSI-Bollinger-Band-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
EMA背离均值回归策略-EMA-Divergence-Mean-Reversion-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于MACD和RSI的5分钟动量交易策略MACD-and-RSI-Based-5-Minute-Momentum-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于布林带和MACD的量化交易策略Trading-Strategy-Based-on-Bollinger-Bands-and-MACD.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
EMA与布林带突破策略-EMA-and-Bollinger-Bands-Breakout-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
双重均线布林带趋势追踪策略Dual-Moving-Average-Bollinger-Band-Trend-Tracking-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
EMA与RSI-MACD-ATR结合的双均线交叉策略-Enhanced-EMA-Crossover-Strategy-with-RSI-MACD-ATR.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
MACD-RSI-组合趋势策略MACD-RSI-Combo-Trend-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
多周期均线带及MACD交叉策略系统-Multi-Period-Moving-Average-Ribbon-and-MACD-Crossover-Strategy-System.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于EMA和ATRRSI过滤器的趋势跟踪策略An-Advanced-EMA-Trend-Following-Strategy-with-Relaxed-RSI-and-ATR-Filters.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
动态RSI增强型指数均线趋势交易策略-Dynamic-RSI-Enhanced-EMA-Trend-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
玻尔班带RSIADXATR反转交易策略Reversal-Trading-Strategy-with-Bollinger-Bands-RSI-ADX-and-ATR.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于RSI极值与SMA均线过滤的趋势跟踪策略A-Trend-Following-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
多指标决策树策略IMACDEMA和一目均衡表Multi-Indicator-Decision-Tree-Strategy-IMACD-EMA-and-Ichimoku.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
DEMA策略MACD指标组合DEMA-MACD-Combination-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
高精度RSI和布林带突破策略与优化风险比-High-Precision-RSI-and-Bollinger-Bands-Breakout-Strategy-with-Optimized-Risk-Reward-Ratio.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
动态波动率自适应EMAxRSI交叉策略-Dynamic-Volatility-Adaptive-EMA-RSI-Crossover-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于多重EMA和RSI的趋势追踪策略Multi-EMA-and-RSI-Trend-Following-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
Multi-EMA趋势追踪型RSI-MACD动量验证策略-Multi-EMA-Trend-Following-Strategy-with-RSI-MACD-Momentum-Validation.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于RSI-SMA的突发性买卖策略SMA-RSI-Sudden-Buy-Sell-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于255-EMA-与-MACD-的反转交易策略255-EMA-and-MACD-Reversal-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
动量驱动型布林带突破与智能资金概念融合策略-Momentum-Driven-Bollinger-Breakout-with-Smart-Money-Concepts-Integration-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
双重均线交叉与RSI超买超卖结合的金字塔式动态趋势交易策略-Dual-Moving-Average-Crossover-with-RSI-Overbought-Oversold-Pyramid-Dynamic-Trend-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
量子启发式概率趋势交易策略基于EMA和RSI的量化模型-Quantum-Inspired-Probability-Trend-Trading-Strategy-EMA-RSI-Based-Quantitative-Model.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
布林带与指数移动平均结合交易策略-Bollinger-Bands-and-Exponential-Moving-Average-Crossover-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
多均线移动RSI策略Multi-EMA-Moving-RSI-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于多时间框架移动平均线与RSI的趋势跟踪策略Trend-Following-Strategy-Based-on-Multi-Timeframe-Moving-Average-and-RSI.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
动量震荡跨界Bollinger带均线策略Momentum-Oscillation-Crossing-Bollinger-Bands-with-Moving-Average-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
三倍标准差布林带突破量化交易策略结合百日均线优化-Triple-Standard-Deviation-Bollinger-Bands-Breakout-Strategy-with-100-Day-Moving-Average-Optimization.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于布林带和指数移动平均线的趋势追踪策略Trend-Tracking-Strategy-Based-on-Bollinger-Bands-and-Exponential-Moving-Average.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
震荡突破布林带T3均线策略Bollinger-Band-T3-Moving-Average-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于MACD和RSI的长短双向交易策略MACD-and-RSI-Based-Long-Short-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
均线修正型RSI三重验证机会策略-Triple-Validated-RSI-Mean-Reversion-with-Moving-Average-Filter-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于RSI均线交叉策略RSI-Moving-Average-Crossover-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于ADXBB-BAO和EMA的量化交易策略Four-factor-Momentum-Tracking-Trading-Strategy-Based-on-ADX-BB-B-AO-and-EMA.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
高级动量趋势EMA交叉策略结合RSI确认系统-Advanced-Momentum-Trend-EMA-Crossover-Strategy-with-RSI-Confirmation-System.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
康纳双均线RSI反转交易策略Connors-Dual-Moving-Average-RSI-Reversal-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
移动平均线和随机相对强弱指标策略Moving-Average-and-Stochastic-RSI-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
动态趋势过滤ATM期权卖出策略结合EMA交叉与RSI动量确认-Dynamic-Trend-Filtered-ATM-Option-Selling-Strategy-with-EMA-Crossover-and-RSI-Momentum-Confirmation.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
趋势跟踪EMA和RSI策略Trend-Following-EMA-and-RSI-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
双MACD随机指标交易策略Dual-MACD-StochRSI-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
动态均线交叉结合RSI动量和ATR波动率的多层级确认交易策略-Dynamic-EMA-Crossover-with-RSI-Momentum-and-ATR-Volatility-Multi-Level-Confirmation-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
MACD-RSI趋势动量交叉策略结合风险管理模型-MACD-RSI-Trend-Momentum-Cross-Strategy-with-Risk-Management-Model.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
缓冲布林带动量震荡移动平均线交易策略Momentum-Oscillating-Moving-Average-Trading-Strategy-Based-on-Buffered-Bollinger-Bands.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
超趋势Bollinger带双指数移动平均线交易策略SuperTrend-Bollinger-Bands-Dual-Moving-Average-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
多时间框架RSI与EMA交叉量化动量策略-Multi-Timeframe-RSI-EMA-Crossover-Momentum-Quantitative-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于RSI和双均线的1小时趋势追踪策略-RSI-and-Dual-Moving-Average-Based-1-Hour-Trend-Following-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
EMAMACDRSI三重指标动量策略-EMA-MACD-and-RSI-Triple-Indicator-Momentum-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于MA和RSI的趋势跟踪摆动策略MA-and-RSI-based-Trend-Following-Swing-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于RSI和加权移动平均线的趋势跟踪策略Trend-Following-Strategy-Based-on-RSI-and-Weighted-Moving-Average.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于布林带和RSI的多头摆动交易策略Bullish-Swing-Trading-Strategy-Based-on-Bollinger-Bands-and-RSI.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于SMA和RSI的短线双重过滤策略SMA-RSI-Double-Filter-Short-term-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
双指数移动平均线交叉与RSI趋势确认策略-Dual-EMA-Crossover-with-RSI-Trend-Confirmation-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
AMACD-All-Moving-Average-Convergence-Divergence.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
融合MACD和RSI的短线交易策略Short-term-Trading-Strategy-Integrating-MACD-and-RSI.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
Bollinger-Bands与RSI结合的动量反转量化交易策略-Momentum-Reversal-Quantitative-Trading-Strategy-Combining-Bollinger-Bands-and-RSI.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
Bollinger-Bands-EMA-9.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
TrippleMACD均线交叉与相对强弱指标结合的高频加密货币交易策略High-Frequency-Cryptocurrency-Trading-Strategy-Combining-TrippleMACD-Crossover-and-Relative-Strength-Index.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于MACD和RSI的短线突破策略MACD-RSI-Short-Term-Breakout-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
EMA交叉与RSI过滤的双重趋势策略-Dual-Trend-Strategy-with-EMA-Crossover-and-RSI-Filter.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于RSI和布林带的获利策略RSI-and-Bollinger-Bands-Profitable-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
均线交叉MACD慢线动量策略Moving-Average-Crossover-MACD-Slow-Line-Momentum-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于随机-RSI-和-EMA-的自主买入式震荡Scalper策略Stochastic-RSI-with-Auto-Buy-Scalper-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
RSI与布林线量化交易策略RSI-and-Bollinger-Bands-Quantitative-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
布林带与日内强度指数均值回归策略Bollinger-Band-Mean-Reversion-Strategy-with-Intraday-Intensity-Index.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于EMA通道和MACD的短线交易策略EMA-Channel-and-MACD-Based-Short-term-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
滑动平均线和布林带量化交易策略-Quantitative-Trading-Strategy-Based-on-Moving-Averages-and-Bollinger-Bands.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于均线叠加RSI策略CRSI-Moving-Average-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
布林带和RSI短线策略Bollinger-Bands-and-RSI-Short-Selling-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
动量均线交叉和MACD过滤的海肯阿什蜡烛策略Momentum-Crossover-Moving-Average-and-MACD-Filter-Heikin-Ashi-Candlestick-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
双周期移动平均线结合RSI动量和成交量的趋势跟踪策略-Dual-Period-Moving-Average-with-RSI-Momentum-and-Volume-Trend-Following-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
超级三指标RSI-MACD-BB动量反转策略-Super-Triple-Indicator-RSI-MACD-BB-Momentum-Reversal-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
单均线穿越布林带策略Single-Moving-Average-Crossover-Bollinger-Bands-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
均值回归型布林带美元成本平均投资策略-Mean-Reversion-Bollinger-Band-Dollar-Cost-Averaging-Investment-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
多时间框架RSI均线交叉策略Multi-Timeframe-RSI-Moving-Average-Crossover-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于EMA均线和MACD指标的BTC交易策略EMA-and-MACD-Based-BTC-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
多重指数移动平均线趋势确认与RSI过滤入场策略-Multiple-EMA-Trend-Confirmation-with-RSI-Entry-Filter-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
三重指数移动平均带策略Three-RSI-Moving-Average-Bands-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
多时间框架RSI-EMA动量交易策略与头寸缩放-Multi-Timeframe-RSI-EMA-Momentum-Trading-Strategy-with-Position-Scaling.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
1-2-3-形态与-EMAMACD-和第四根蜡烛线延伸的量化交易策略1-2-3-Pattern-Quantitative-Trading-Strategy-with-EMAs-MACD-and-4th-Candle-Extension.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
布林带和Stoch-RSI交易策略Bollinger-Band-and-Stoch-RSI-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于MACD和RSI的趋势追踪反转策略MACD-and-RSI-Based-Trend-Following-Reversal-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
均线布林带RSI组合交易策略Moving-Average-Bollinger-Bands-RSI-Combo-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
CCI-EMA-with-RSI-Cross-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
多层次技术指标动量交易策略基于增强型MACD交易量强度和EMA信号系统-Multi-Level-Technical-Indicator-Momentum-Trading-Strategy-Based-on-Enhanced-MACD-Volume-Strength-and-EMA-Signal-System.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
布林带RSIMACDStochastic多指标融合交易策略Bollinger-Bands-RSI-MACD-and-Stochastic-Multi-indicator-Fusion-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
RSI双周期均线反转策略与动态风险管理系统-RSI-Dual-Period-Moving-Average-Reversal-Strategy-with-Dynamic-Risk-Management-System.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
Bollinger-RSI-Double-Strategy-v11.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
基于RSI和SMA的短期交易策略Short-Term-Trading-Strategy-Based-on-RSI-and-SMA.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
布林带突破结合均值回归的四小时级别量化交易策略-Bollinger-Breakout-with-Mean-Reversion-4H-Quantitative-Trading-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
RSI和MACD结合支撑阻力的量化交易策略Quantitative-Trading-Strategy-Combining-RSI-MACD-and-Support-Resistance.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
双移动平均线和RSI指标的多空交叉策略Swing-Dual-Moving-Average-and-RSI-Crossover-Strategy.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
高级RSI背离与均线组合的量化交易策略-Advanced-Quantitative-Trading-Strategy-Combining-RSI-Divergence-and-Moving-Averages.md,variant_or_duplicate,multi_indicator_combo,multi-indicator-combo-2026-08-31.md
